auc_all_frames_propagated,class,n_frames_decoded,n_positive_frames,n_spans,per_frame_csv,retention_pct,video_name
,Normal,875,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_897_x264.csv,10.514285714285714,Normal_Videos_897_x264.mp4
,Normal,1005,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_898_x264.csv,10.54726368159204,Normal_Videos_898_x264.mp4
,Normal,1380,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_899_x264.csv,10.434782608695652,Normal_Videos_899_x264.mp4
,Normal,1455,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_900_x264.csv,10.446735395189004,Normal_Videos_900_x264.mp4
,Normal,1170,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_901_x264.csv,10.598290598290598,Normal_Videos_901_x264.mp4
,Normal,1384,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_902_x264.csv,10.476878612716764,Normal_Videos_902_x264.mp4
,Normal,790,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_903_x264.csv,10.50632911392405,Normal_Videos_903_x264.mp4
,Normal,908,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_904_x264.csv,10.462555066079295,Normal_Videos_904_x264.mp4
,Normal,1196,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_905_x264.csv,10.535117056856187,Normal_Videos_905_x264.mp4
,Normal,676,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_906_x264.csv,10.502958579881657,Normal_Videos_906_x264.mp4
,Normal,598,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_907_x264.csv,10.535117056856187,Normal_Videos_907_x264.mp4
,Normal,889,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_908_x264.csv,10.46119235095613,Normal_Videos_908_x264.mp4
,Normal,870,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_909_x264.csv,10.459770114942529,Normal_Videos_909_x264.mp4
,Normal,567,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_910_x264.csv,10.582010582010582,Normal_Videos_910_x264.mp4
,Normal,776,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_911_x264.csv,10.56701030927835,Normal_Videos_911_x264.mp4
,Normal,746,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_912_x264.csv,10.455764075067025,Normal_Videos_912_x264.mp4
,Normal,609,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_913_x264.csv,10.50903119868637,Normal_Videos_913_x264.mp4
,Normal,880,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_914_x264.csv,10.454545454545455,Normal_Videos_914_x264.mp4
